counter,StopId,StopName,StreetNum,OnStreet,AtStreet,UTAStopID,latitude,longitude
0,13840,HILL FIELD RD @ 1891 N ,1891,N HILL FIELD RD ,ANTELOPE DR ,101001,41.087382,-111.973612
1,13841,HILL FIELD RD @ 1655 N ,1655,N HILL FIELD RD ,1650 N ,101003,41.08379298,-111.973621
2,20998,MAIN ST @ 229 N ,229,N MAIN ST ,CROSS ST ,101006,41.06341103,-111.969459
3,8908,RING RD @ 425 W (LAYTON MALL) ,425,W RING RD ,RING RD ,101007,41.07892103,-111.974571
4,21027,MAIN ST @ 934 S ,934,S MAIN ST ,CROSS ST ,101008,41.04645504,-111.953481
5,21028,MAIN ST @ 573 N ,573,N MAIN ST ,MARKET ST ,101009,41.04427102,-111.950257
6,13468,HILL FIELD RD @ 1596 N ,1596,N HILL FIELD RD ,1600 N ,101011,41.08307097,-111.973347
7,8913,HILL FIELD RD @ 1748 N ,1748,N HILL FIELD RD ,PAUL AVE ,101012,41.08494404,-111.973341
8,13377,GORDON AVE @ 289 E ,289,E GORDON AVE ,300 E ,101016,41.07472299,-111.961671
9,13378,GORDON AVE @ 75 E ,75,E GORDON AVE ,125 E ,101017,41.07474598,-111.964363
10,13379,GORDON AVE @ 40 W ,40,W GORDON AVE ,HILL BLVD ,101018,41.07476197,-111.9665939
11,13467,GORDON AVE @ 365 W ,365,W GORDON AVE ,400 W ,101019,41.07480202,-111.972262
12,12934,HILL FIELD RD @ 1398 N ,1398,N HILL FIELD RD ,1425 N ,101021,41.07999196,-111.973369
13,13333,GORDON AVE @ 222 W ,222,W GORDON AVE ,200 W ,101023,41.07463497,-111.970055
14,13334,GORDON AVE @ 54 W ,54,W GORDON AVE ,HILL BLVD ,101024,41.07456898,-111.966888
15,13335,GORDON AVE @ 58 E ,58,E GORDON AVE ,GARNET DR ,101025,41.07455704,-111.965261
16,13336,GORDON AVE @ 336 E ,336,E GORDON AVE ,AMETHYST ST ,101026,41.07452601,-111.960751
17,13338,GORDON AVE @ 570 E ,570,E GORDON AVE ,VALERIA DR ,101027,41.07447197,-111.954485
18,13339,FAIRFIELD RD @ 915 N ,915,N FAIRFIELD RD ,900 N ,101029,41.07311504,-111.950307
19,13340,FAIRFIELD RD @ 735 N ,735,N FAIRFIELD RD ,900 N ,101030,41.07058702,-111.950322
20,13341,FAIRFIELD RD @ 525 N ,525,N FAIRFIELD RD ,WASATCH DR ,101031,41.06755596,-111.950296
21,13342,FAIRFIELD RD @ 325 N ,325,N FAIRFIELD RD ,300 N ,101032,41.06556801,-111.9488511
22,13371,FAIRFIELD RD @ 240 N ,240,N FAIRFIELD RD ,300 N ,101033,41.06355103,-111.946749
23,13344,FAIRFIELD RD @ 70 S ,70,S FAIRFIELD RD ,GENTILE ST ,101034,41.06059897,-111.944891
24,13345,FAIRFIELD RD @ 150 S ,150,S FAIRFIELD RD ,ROSEWOOD DR ,101035,41.05842301,-111.943736
25,12268,MAIN ST @ 450 N ,450,N MAIN ST ,300 W ,101036,41.04092796,-111.942801
26,13370,FAIRFIELD RD @ 55 S ,55,S FAIRFIELD RD ,GENTILE ST ,101037,41.06080803,-111.944772
27,13343,FAIRFIELD RD @ 221 N ,221,N FAIRFIELD RD ,300 N ,101038,41.06336503,-111.946824
28,13372,FAIRFIELD RD @ 340 N ,340,N FAIRFIELD RD ,350 N ,101039,41.06564803,-111.948673
29,13374,FAIRFIELD RD @ 748 N ,748,N FAIRFIELD RD ,ASPEN WAY ,101041,41.07086097,-111.950123
30,8860,FAIRFIELD RD @ 920 N ,920,N FAIRFIELD RD ,GORDON AVE ,101042,41.07315902,-111.950119
31,13376,GORDON AVE @ 409 E ,409,E GORDON AVE ,FORT LN ,101043,41.07468596,-111.957182
32,13337,GORDON AVE @ 402 E ,402,E GORDON AVE ,FORT LN ,101044,41.07449198,-111.957751
33,12533,MAIN ST @ 1969 N ,1969,N MAIN ST ,ANTELOPE AVE ,101050,41.08809403,-112.000243
34,12534,MAIN ST @ 1711 N ,1711,N MAIN ST ,CAMELOT WAY ,101051,41.08560503,-111.997711
35,12535,MAIN ST @ 1591 N ,1591,N MAIN ST ,1600 N ,101052,41.08344599,-111.994817
36,12537,MAIN ST @ 1465 N ,1465,N MAIN ST ,1600 N ,101054,41.08100497,-111.990767
37,12539,MAIN ST @ 1125 N (LAYTON) ,1125,N MAIN ST ,1600 N ,101057,41.07660397,-111.983523
38,12543,MAIN ST @ 515 N ,515,N MAIN ST ,HILL FIELD RD ,101060,41.06799696,-111.974065
39,12544,MAIN ST @ 301 N ,301,N MAIN ST ,HILL FIELD RD ,101061,41.06455399,-111.9704511
40,12545,MAIN ST @ 145 N ,145,N MAIN ST ,CHURCH DR ,101062,41.06257496,-111.9685861
41,12546,GENTILE ST @ 70 E ,70,E GENTILE ST ,MAIN ST ,101063,41.06010598,-111.964126
42,12547,GENTILE ST @ 350 E (LAYTON) ,350,E GENTILE ST ,FORT LN ,101064,41.06005201,-111.959109
43,3848,FORT LN @ 70 S (LAYTON) ,70,S FORT LN ,GENTILE ST ,101065,41.05912103,-111.957755
44,12548,FORT LN @ 180 S ,180,S FORT LN ,100 S ,101066,41.05730799,-111.957788
45,12551,MAIN ST @ 736 S ,736,S MAIN ST ,ROSEWOOD DR ,101069,41.04958599,-111.9573109
46,12552,MAIN ST @ 836 S ,836,S MAIN ST ,ROSEWOOD DR ,101071,41.04744703,-111.954837
47,12558,MAIN ST @ 375 N ,375,N MAIN ST ,300 W ,101076,41.04089696,-111.943683
48,12460,MAIN ST @ 598 N (KAYSVILLE) ,598,N MAIN ST ,MUTTON HOLLOW RD ,101080,41.04504704,-111.951045
49,12462,MAIN ST @ 780 N (LAYTON) ,780,N MAIN ST ,MUTTON HOLLOW RD ,101082,41.04884701,-111.956124
50,12466,FORT LN @ 970 S ,970,S FORT LN ,ELM ST ,101086,41.05747704,-111.957586
51,3726,GENTILE ST @ 399 E (LAYTON) ,399,E GENTILE ST ,ELM ST ,101088,41.06016296,-111.958549
52,12467,GENTILE ST @ 223 E ,223,E GENTILE ST ,WASATCH AVE ,101089,41.06019099,-111.961531
53,12468,GENTILE ST @ 51 E ,51,E GENTILE ST ,WASATCH AVE ,101091,41.06023302,-111.964381
54,12469,MAIN ST @ 172 N ,172,N MAIN ST ,CHURCH DR ,101092,41.06269597,-111.9683671
55,12472,MAIN ST @ 570 N ,570,N MAIN ST ,400 W ,101095,41.06770902,-111.973335
56,12473,MAIN ST @ 688 N (LAYTON) ,688,N MAIN ST ,400 W ,101097,41.07088701,-111.976701
57,12475,MAIN ST @ 1040 N ,1040,N MAIN ST ,GORDON AVE ,101098,41.07488096,-111.980931
58,12476,MAIN ST @ 1130 N (LAYTON) ,1130,N MAIN ST ,GORDON AVE ,101099,41.07680502,-111.983418
59,12477,MAIN ST @ 1380 N ,1380,N MAIN ST ,GORDON AVE ,101100,41.080108,-111.988855
60,12478,MAIN ST @ 1538 N ,1538,N MAIN ST ,GORDON AVE ,101101,41.08208396,-111.992116
61,12479,MAIN ST @ 1580 N ,1580,N MAIN ST ,GORDON AVE ,101102,41.08365298,-111.994694
62,12481,MAIN ST @ 1986 N (LAYTON) ,1986,N MAIN ST ,ANTELOPE DR ,101104,41.08840403,-112.000156
63,13466,GORDON AVE @ 180 W ,180,W GORDON AVE ,LA VERDE ST ,101110,41.07483104,-111.969277
64,12933,HILL FIELD RD @ 1415 N ,1415,N HILL FIELD RD ,1425 N ,101112,41.08015197,-111.973632
65,12538,MAIN ST @ 1255 N (LAYTON) ,1255,N MAIN ST ,A ST ,101119,41.07838697,-111.986435
66,12550,FORT LN @ 410 S ,410,S FORT LN ,550 S ,101121,41.05374304,-111.957826
67,12559,MAIN ST @ 315 N ,315,N MAIN ST ,320 N ,101122,41.04010197,-111.941142
68,13346,FAIRFIELD RD @ 330 S ,330,S FAIRFIELD RD ,320 S ,101123,41.05620802,-111.9425821
69,13347,FAIRFIELD RD @ 450 S ,450,S FAIRFIELD RD ,PHEASANT VIEW DR ,101124,41.05396704,-111.9412239
70,13367,FAIRFIELD RD @ 1216 N ,1216,N FAIRFIELD RD ,ALFRED AVE ,101125,41.05444103,-111.941357
71,13368,FAIRFIELD RD @ 319 S ,319,S FAIRFIELD RD ,320 S ,101126,41.056527,-111.942549
72,13369,FAIRFIELD RD @ 125 S ,125,S FAIRFIELD RD ,ROSEWOOD LN ,101127,41.05900298,-111.9438189
73,21359,3200 W @ 4165 S ,4165,S 3200 W ,ROSEWOOD LN ,101131,40.68068896,-111.967398
74,21350,REDWOOD RD @ 2641 S ,2641,S REDWOOD RD ,ROSEWOOD LN ,101136,40.71333799,-111.938803
75,21364,1700 S @ 1750 W ,1750,W 1700 S ,REDWOOD RD ,101140,40.73322701,-111.940321
76,21363,REDWOOD RD @ 3171 S ,3171,S REDWOOD RD ,REDWOOD RD ,101141,40.70284097,-111.938807
77,21369,3500 S @ 7742 W ,7742,W 3500 S ,MONTCLAIR ST ,101144,40.69660303,-112.076218
78,21395,1700 S @ 90 E ,90,E 1700 S ,MONTCLAIR ST ,101145,40.73346398,-111.888546
79,21396,1700 S @ 312 E ,312,E 1700 S ,S 300 E ,101146,40.73347699,-111.8820941
80,21397,1700 S @ 564 E ,564,E 1700 S ,PARK ST ,101147,40.733454,-111.874971
81,21401,1700 S @ 722 E ,722,E 1700 S ,PARK ST ,101148,40.73343902,-111.870316
82,21402,1700 S @ 920 E ,920,E 1700 S ,PARK ST ,101149,40.73344504,-111.864818
83,21403,1700 S @ 1118 E ,1118,E 1700 S ,PARK ST ,101150,40.73346505,-111.859111
84,21404,1700 S @ 1264 E ,1264,E 1700 S ,PARK ST ,101151,40.73346202,-111.854653
85,21405,1700 S @ 1488 E ,1488,E 1700 S ,PARK ST ,101152,40.73346399,-111.84828
86,21406,1700 S @ 1315 E ,1315,E 1700 S. ,PARK ST ,101153,40.73355,-111.853501
87,21407,1700 S @ 1119 E ,1119,E 1700 S. ,PARK ST ,101154,40.73357604,-111.858916
88,21408,1700 S @ 881 E ,881,E 1700 S ,900 E ,101155,40.73358104,-111.865735
89,21409,1700 S @ 691 E ,691,E 1700 S ,900 E ,101156,40.73356096,-111.8719679
90,21410,1700 S @ 479 E ,479,E 1700 S ,S 500 E ,101157,40.73355702,-111.877303
91,21370,400 W @ 320 S ,320,S 400 W ,S 500 E ,101158,40.76222598,-111.902693
92,21411,1700 S @ 273 E ,273,E 1700 S ,900 E ,101159,40.73356798,-111.883154
93,21412,1700 S @ 113 E ,113,E 1700 S ,E 17TH S ,101160,40.73357002,-111.887831
94,21398,3900 S @ 1377 E ,1377,E 3900 S ,MONTECITO ST ,101162,40.68716701,-111.852072
95,21413,6580 S @ 2985 E ,2985,E 6580 S ,MONTECITO ST ,101163,40.63241798,-111.808526
96,21480,3600 W @ 3122 S ,3122,S 3600 W ,3100 S ,101164,40.70343503,-111.977249
97,21481,3600 W @ 3460 S ,3460,S 3600 W ,3500 S ,101165,40.69745903,-111.977188
98,21484,REDWOOD RD @ 4585 S ,4585,S REDWOOD RD ,CONIFER WAY ,101168,40.67161404,-111.939026
99,21422,COUGAR LN @ 6226 S ,6226,S COUGAR LN ,6200 S ,101169,40.63769197,-112.005721
100,21424,WASATCH BLVD @ 8295 S ,8295,S WASATCH BLVD ,3500 E ,101172,40.60058196,-111.796715
101,21485,WASATCH BLVD @ 8304 S ,8304,S WASATCH BLVD ,8350 S ,101173,40.59978804,-111.797496
102,21532,4800 W @ 4667 S ,4667,S 4800 W ,4660 S ,101181,40.66819501,-112.005543
103,21430,COPPER CITY DRIVE @ 5991 S ,5991,S COPPER CITY DRIVE ,LODESTONE ,101182,40.64240698,-112.0335011
104,21435,5600 W @ 3534 S ,3534,S 5600 W ,LODESTONE ,101187,40.69593696,-112.024982
105,21436,5600 W @ 4750 S ,4750,S 5600 W ,LODESTONE ,101188,40.66594798,-112.024807
106,21437,5600 W @ 5106 S ,5106,S 5600 W ,LODESTONE ,101189,40.65846103,-112.024791
107,21439,6200 S @ 5945 W ,5945,W 6200 S ,LODESTONE ,101191,40.63848197,-112.032068
108,21440,7000 S @ 5305 W ,5305,W 7000 S ,S CLERNATES DR ,101192,40.62394497,-112.017564
109,21450,7000 S @ 5153 W ,5153,W 7000 S ,ROSEWOOD LN ,101193,40.62394698,-112.013719
110,21441,7000 S @ 4825 W ,4825,W 7000 S ,ROSEWOOD LN ,101194,40.623981,-112.006234
111,21442,7000 S @ 4848 W ,4848,W 7000 S ,ROSEWOOD LN ,101195,40.62411499,-112.006551
112,21443,7000 S @ 5154 W ,5154,W 7000 S ,ROSEWOOD LN ,101196,40.62409096,-112.013368
113,21451,7000 S @ 5296 W ,5296,W 7000 S ,5330 W ,101197,40.62407298,-112.017329
114,21444,CLEARNATES DR @ 6673 S ,6673,S CLEARNATES DR ,ROSEWOOD LN ,101198,40.63008402,-112.017313
115,21445,6200 S @ 5950 W ,5950,W 6200 S ,LODESTONE ,101199,40.638632,-112.0323361
116,21447,5600 W @ 5107 S ,5107,S 5600 W ,LODESTONE ,101201,40.65808102,-112.024531
117,21448,5600 W @ 4751 S ,4751,S 5600 W ,LODESTONE ,101202,40.66537096,-112.024546
118,21453,5600 W @ 3737 S ,3737,S 5600 W ,LODESTONE ,101204,40.69119297,-112.024681
119,21454,5600 W @ 3455 S ,3455,S 5600 W ,LODESTONE ,101205,40.69719903,-112.0247111
120,21500,900 S @ 61 E ,61,E 900 S ,LODESTONE ,101206,40.74987896,-111.8890269
121,21501,900 S @ 124 E ,124,E 900 S ,LODESTONE ,101207,40.74970299,-111.887275
122,21502,6200 S @ 5699 W ,5699,W 6200 S ,LODESTONE ,101208,40.638454,-112.027011
123,21567,600 N @ 1316 W ,1316,W 600 N ,LODESTONE ,101214,40.78251703,-111.928978
124,21508,600 N @ 1425 W ,1425,W 600 N ,LODESTONE ,101215,40.78232497,-111.931771
125,21521,CATHERINE STREET @ 565 N ,565,N CATHERINE STREET ,LODESTONE ,101216,40.78185503,-111.9323481
126,21509,600 N @ 1313 W ,1313,W 600 N ,LODESTONE ,101217,40.78232702,-111.928869
127,21492,2700 S @ 1963 E ,1963,E 2700 S ,4660 S ,101225,40.71277301,-111.835063
128,21511,2700 S @ 1853 E ,1853,E 2700 S ,4660 S ,101226,40.71276502,-111.838204
129,21512,1700 E @ 2501 S ,2501,S 1700 E ,4660 S ,101227,40.717236,-111.842073
130,21513,1700 E @ 2494 S ,2494,S 1700 E ,4660 S ,101228,40.71709503,-111.8421691
131,21455,PIEPER BLVD @ 5187 S ,5187,S PIEPER BLVD ,4660 S ,101229,40.657035,-112.007438
132,21456,4980 W @ 4983 S ,4983,S 4980 W ,W 4985 S ,101230,40.660997,-112.009476
133,21457,4980 W @ 4869 S ,4869,S 4980 W ,S 4900 W ,101231,40.66543104,-112.0075851
134,21458,CLERNATES DR @ 6395 S ,6395,S CLERNATES DR ,ROSEWOOD LN ,101233,40.63490401,-112.018076
135,21459,CLERNATES DR @ 6473 S ,6473,S CLERNATES DR ,ROSEWOOD LN ,101234,40.63365401,-112.017336
136,21460,CLERNATES DR @ 6857 S ,6857,S CLERNATES DR ,ROSEWOOD LN ,101235,40.62648796,-112.017947
137,21461,COUGAR LN @ 6865 S ,6865,S COUGAR LN ,4660 S ,101236,40.626684,-112.006445
138,21462,COUGAR LN @ 6866 S ,6866,S COUGAR LN ,4660 S ,101237,40.62607096,-112.006156
139,21463,COUGAR LN @ 6562 S ,6562,S COUGAR LN ,4660 S ,101238,40.63216801,-112.007403
140,21464,6200 S @ 4485 W ,4485,W 6200 S ,ROSEWOOD LN ,101239,40.63850102,-111.997841
141,21465,6200 S @ 4476 W ,4476,W 6200 S ,ROSEWOOD LN ,101240,40.638649,-111.997751
142,21466,6200 S @ 4653 W ,4653,W 6200 S ,ROSEWOOD LN ,101241,40.63849696,-112.001183
143,21467,6200 S @ 4215 W ,4215,W 6200 S ,ROSEWOOD LN ,101242,40.63849703,-111.992063
144,21468,6200 S @ 4226 W ,4226,W 6200 S ,ROSEWOOD LN ,101243,40.63865599,-111.991449
145,21469,6200 S @ 3809 W ,3809,W 6200 S ,ROSEWOOD LN ,101244,40.63849299,-111.982483
146,21470,6200 S @ 3836 W ,3836,W 6200 S ,ROSEWOOD LN ,101245,40.63864498,-111.982428
147,21523,6200 S @ 3653 W ,3653,W 6200 S ,ROSEWOOD LN ,101246,40.63845998,-111.97887
148,21471,6200 S @ 3690 W ,3690,W 6200 S ,ROSEWOOD LN ,101247,40.63865204,-111.978988
149,21472,6200 S @ 3185 W ,3185,W 6200 S ,ROSEWOOD LN ,101248,40.63849603,-111.966377
150,21473,6200 S @ 3184 W ,3184,W 6200 S ,ROSEWOOD LN ,101249,40.63865297,-111.9663319
151,21474,6200 S @ 2685 W ,2685,W 6200 S ,ROSEWOOD LN ,101250,40.638499,-111.956933
152,21514,6200 S @ 2684 W ,2684,W 6200 S ,ROSEWOOD LN ,101251,40.63864501,-111.956773
153,21524,6235 S @ 1354 W ,1354,W 6235 S ,ROSEWOOD LN ,101253,40.63790797,-111.9317369
154,21476,6235 S @ 1370 W ,1370,W 6235 S ,ROSEWOOD LN ,101254,40.63800899,-111.930582
155,21515,4800 W @ 4688 S ,4688,S 4800 W ,4660 S ,101257,40.66812804,-112.005764
156,21493,1700 S @ 1788 E ,1788,E 1700 S ,4660 S ,101258,40.73357204,-111.839478
157,21494,1700 S @ 1799 E ,1799,E 1700 S ,4660 S ,101259,40.733672,-111.839371
158,21533,5600 W @ 5389 S ,5389,S 5600 W ,4660 S ,101266,40.65358697,-112.024515
159,21529,9000 S @ 765 E ,765,E 9000 S ,700 E ,101267,40.58819898,-111.870825
160,21534,7800 S @ 1855 W ,1855,W 7800 S ,1825 W ,101268,40.60941304,-111.9421481
161,21543,BECK STREET @ 1445 N ,1445,N BECK STREET ,EVERETT AVENUE ,101270,40.79911498,-111.909726
162,21544,BECK STREET @ 1765 N (SALT LAKE) ,1765,N BECK STREET ,EVERETT AVENUE ,101271,40.80525402,-111.917427
163,21545,BECK STREET @ 1444 N ,1444,N BECK STREET ,EVERETT AVENUE ,101272,40.79917502,-111.909286
164,21546,BECK STREET @ 1778 N ,1778,N BECK STREET ,EVERETT AVENUE ,101273,40.80540102,-111.916941
165,21540,STATE ST @ 5131 S ,5131,S STATE ST ,900 E ,101277,40.66009198,-111.888122
166,21541,ILLINOIS AVE @ 1324 W ,1324,W ILLINOIS AVE ,NAVAJO ST ,101278,40.74416396,-111.928869
167,21568,BENGAL BLVD @ 2925 E ,2925,E BENGAL BLVD ,8350 S ,101280,40.60949697,-111.809904
168,21552,900 E @ 118 S ,118,S 900 E ,900 E ,101285,40.76674102,-111.865464
169,21553,900 E @ 63 S ,63,S 900 E ,100 SOUTH ,101286,40.76773003,-111.865239
170,21554,500 W @ 3653 S ,3653,S 500 W ,8350 S ,101287,40.69170202,-111.9054349
171,21569,FRONTAGE RD @ 3499 W ,3499,W FRONTAGE RD ,3600 W ,101288,40.72567596,-111.975273
172,21556,FRONTAGE RD @ 3498 W ,3498,W FRONTAGE RD ,3600 W ,101289,40.72580204,-111.975363
173,21557,SANDY PARKWAY @ 8621 S ,8621,S SANDY PARKWAY ,LODESTONE ,101290,40.59461299,-111.904931
174,21558,3200 W @ 8400 S ,8400,S 3200 W ,4660 S ,101291,40.59945296,-111.967462
175,21559,3200 W @ 8550 S ,8550,S 3200 W ,4660 S ,101292,40.59676801,-111.967431
176,21560,CALIFORNIA AVE @ 2125 W ,2125,W CALIFORNIA AVE ,3600 W ,101293,40.74037896,-111.952041
177,21542,GREENWOOD TERRACE @ 849 S ,849,S GREENWOOD TERRACE ,900 S ,101294,40.75044804,-111.8452629
178,21561,900 E @ 696 S ,696,S 900 E ,900 S ,101295,40.75433598,-111.865432
179,21562,REDWOOD RD @ 9843 S ,9843,S REDWOOD RD ,9800 S ,101296,40.57220099,-111.938522
180,21563,6200 S @ 5680 W ,5680,W 6200 S ,LODESTONE ,101297,40.63864103,-112.026422
181,21564,2000 E @ 2831 S ,2831,S 2000 E ,E ,101298,40.70951402,-111.834025
182,21565,1700 E @ 1797 S ,1797,S 1700 E ,E ,101299,40.73127402,-111.842216
183,21572,900 S @ 1268 E ,1268,E 900 S ,1300 E ,101302,40.74969098,-111.854461
184,21573,900 S @ 1281 E ,1281,E 900 S ,1300 E ,101303,40.749881,-111.854371
185,21583,3500 S @ 6888 W ,6888,W 3500 S ,8350 S ,101311,40.69659597,-112.057546
186,21582,10000 S @ 173 W ,173,W 10000 S ,8350 S ,101312,40.569555,-111.895946
187,21584,SOUTH JORDAN PKWY @ 446 W ,446,W SOUTH JORDAN PKWY ,400 W ,101313,40.55901404,-111.904157
188,21585,BENNION BLVD @ 1652 W ,1652,W BENNION BLVD ,UNNAMED ST ,101314,40.638534,-111.9375219
189,21593,4800 W @ 6740 S ,6740,S 4800 W ,400 W ,101322,40.62868396,-112.007338
190,21594,4800 W @ 6725 S ,6725,S 4800 W ,400 W ,101323,40.62880399,-112.0071169
191,21613,REDWOOD RD @ 2910 S ,2910,S REDWOOD RD ,REDWOOD RD ,101333,40.70810699,-111.939117
192,21614,REDWOOD RD @ 2911 S ,2911,S REDWOOD RD ,REDWOOD RD ,101334,40.707773,-111.938801
193,21615,REDWOOD RD @ 2499 S ,2499,S REDWOOD RD ,REDWOOD RD ,101335,40.716735,-111.938826
194,21616,REDWOOD RD @ 2327 S ,2327,S REDWOOD RD ,REDWOOD RD ,101336,40.72043698,-111.9388231
195,21619,1300 E @ 2680 S ,2680,S 1300 E ,400 W ,101340,40.71364701,-111.8536361
196,21620,6200 S @ 3297 W ,3297,W 6200 S ,REDWWOOD RD ,101342,40.63850898,-111.969378
197,21621,6200 S @ 3338 W ,3338,W 6200 S ,REDWWOOD RD ,101343,40.63866399,-111.969939
198,21625,900 E @ 7048 S ,7048,S 900 E ,REDWOOD RD ,101346,40.62322401,-111.866125
199,21626,900 E @ 30 S ,30,S 900 E ,REDWOOD RD ,101347,40.76848303,-111.865482
200,21637,1900 E @ 1619 S ,1619,S 1900 E ,400 W ,101351,40.73409898,-111.8364331
201,21638,1700 S @ 380 E ,380,E 1700 S ,REDWOOD RD ,101352,40.73344699,-111.879994
202,21639,1700 S @ 405 E ,405,E 1700 S ,REDWOOD RD ,101353,40.733561,-111.879337
203,21641,WASATCH BLVD @ 3491 S ,3491,S WASATCH BLVD ,REDWOOD RD ,101355,40.69555199,-111.795389
204,21632,REDWOOD RD @ 3140 S ,3140,S REDWOOD RD ,3100 S ,101356,40.70295501,-111.939118
205,21642,REDWOOD RD @ 2650 S ,2650,S REDWOOD RD ,3100 S ,101358,40.71338798,-111.939115
206,21643,900 E @ 4409 S ,4409,S 900 E ,4500 S ,101359,40.675597,-111.865457
207,21649,900 E @ 213 S ,213,S 900 E ,200 S ,101360,40.76461399,-111.865217
208,21650,9800 S @ 1991 E ,1991,E 9800 S ,HIGHLAND DR ,101361,40.57322896,-111.834346
209,21651,9800 S @ 2401 E ,2401,E 9800 S ,HIGHLAND DR ,101362,40.57323499,-111.8239169
210,21645,1300 W @ 10770 S ,10770,S 1300 W ,10775 SOUTH ,101364,40.55573396,-111.929257
211,21702,REDWOOD RD @ 2470 S ,2470,S REDWOOD RD ,PARKWAY BLVD ,101367,40.71760696,-111.939133
212,21735,MT JORDAN RD @ 9658 S ,9658,S MT JORDAN RD ,MONTE BELLO RD ,101368,40.57587096,-111.818072
213,21736,9800 S @ 2567 E ,2567,E 9800 S ,MONTE BELLO DR ,101369,40.57320703,-111.818319
214,21737,1300 W @ 6286 S ,6286,S 1300 W ,REDWWOOD RD ,101370,40.63708803,-111.929331
215,21738,1300 W @ 6500 S ,6500,S 1300 W ,REDWWOOD RD ,101371,40.63335603,-111.929319
216,21739,WINCHESTER DR @ 1198 W ,1198,W WINCHESTER DR ,1200 W ,101372,40.63033203,-111.9239609
217,21740,WINCHESTER DR @ 990 W ,990,W WINCHESTER DR ,1200 W ,101373,40.63098199,-111.9172959
218,21741,WINCHESTER DR @ 715 W ,715,W WINCHESTER DR ,1200 W ,101374,40.631727,-111.9108319
219,21742,WINCHESTER DR @ 716 W ,716,W WINCHESTER DR ,1200 W ,101375,40.63161303,-111.910879
220,21743,WINCHESTER DR @ 991 W ,991,W WINCHESTER DR ,1200 W ,101376,40.63107299,-111.917453
221,21744,WINCHESTER DR @ 1225 W ,1225,W WINCHESTER DR ,1200 W ,101377,40.63034596,-111.924764
222,21745,1300 W @ 6471 S ,6471,S 1300 W ,1200 W ,101378,40.633719,-111.9291611
223,21754,MARIO CAPECCHI DR @ 424 S ,424,S MARIO CAPECCHI DR ,S. CAMPUS DR. ,101379,40.76146903,-111.835463
224,21774,2100 S @ 1383 E ,1383,E 2100 S ,1400 E ,101382,40.72599198,-111.851349
225,21775,2100 S @ 1266 E ,1266,E 2100 S ,E 21ST S ,101383,40.72531101,-111.854826
226,21776,1300 E @ 1134 S ,1134,S 1300 E ,HARVARD AVE ,101384,40.74426501,-111.853947
227,21782,4100 S @ 5417 W ,5417,W 4100 S ,5400 W ,101385,40.68199796,-112.020412
228,21777,REDWOOD RD @ 3538 S ,3538,S REDWOOD RD ,3500 S ,101386,40.69581203,-111.939077
229,21779,4715 S @ 4036 W ,4036,W 4715 S ,4000 W ,101388,40.66759702,-111.987592
230,21783,WEST TEMPLE @ 3112 S ,3112,S WEST TEMPLE ,GREGSON AVE ,101389,40.70288697,-111.894081
231,21785,BENNION BLVD @ 3008 W ,3008,W BENNION BLVD ,W 6200 S ,101391,40.63865096,-111.9643209
232,21786,BENNION BLVD @ 2899 W ,2899,W BENNION BLVD ,W 6200 S ,101392,40.638497,-111.963781
233,21780,2100 S @ 1205 E ,1205,E 2100 S ,1200 E ,101397,40.72547901,-111.856589
234,21787,3300 S @ 1226 W ,1226,W 3300 S ,1200 W ,101398,40.69953799,-111.9264311
235,21788,3500 S @ 7250 W ,7250,W 3500 S ,7200 W ,101399,40.69657804,-112.064573
236,21789,3500 S @ 8010 W ,8010,W 3500 S ,8000 W ,101400,40.69661103,-112.082856
237,21790,3500 S @ 6361 W ,6361,W 3500 S ,6400 W ,101401,40.69645196,-112.043027
238,21791,3500 S @ 5551 W ,5551,W 3500 S ,5600 W ,101402,40.69648097,-112.023298
239,21792,3300 S @ 1219 W ,1219,W 3300 S ,1200 W ,101403,40.69932302,-111.926041
240,21821,HIGHLAND DR @ 3795 S ,3795,S HIGHLAND DR ,3900 S ,101408,40.68875497,-111.8456251
241,21817,200 S @ 460 W ,460,W 200 S ,6020 S ,101409,40.76513002,-111.904673
242,21823,3500 S @ 8370 W ,8370,W 3500 S ,1200 W ,101412,40.69661898,-112.090815
243,21824,3500 S @ 8385 W ,8385,W 3500 S ,1200 W ,101413,40.69637598,-112.091248
244,21825,3500 S @ 4785 W ,4785,W 3500 S ,4800 W ,101414,40.69649402,-112.004686
245,21831,6200 S @ 2210 E ,2210,E 6200 S ,4800 W ,101418,40.63845099,-111.827967
246,21832,6200 S @ 2157 E ,2157,E 6200 S ,4800 W ,101419,40.63856101,-111.829231
247,21833,KESTREL RISE RD @ 11685 S ,11685,S KESTREL RISE RD ,CHINA CLAY DR ,101420,40.53824096,-111.998398
248,21834,KESTREL RISE RD @ 11684 S ,11684,S KESTREL RISE RD ,MONTE BELLO DR ,101421,40.538265,-111.998514
249,21835,KESTREL RISE RD @ 11558 S ,11558,S KESTREL RISE RD ,MONTE BELLO DR ,101422,40.54154599,-111.998513
250,21836,KESTREL RISE RD @ 11551 S ,11551,S KESTREL RISE RD ,MONTE BELLO DR ,101423,40.54162098,-111.998395
251,21837,KESTREL RISE RD @ 11368 S ,11368,S KESTREL RISE RD ,CHINA CLAY DR ,101424,40.54462104,-112.000294
