counter,StopId,StopName,StreetNum,OnStreet,AtStreet,UTAStopID,latitude,longitude
4818,8614,WALL AVE @ 1710 S ,1710,S WALL AVE ,17TH ST ,623203,41.23627597,-111.978412
4819,11233,24TH ST @ 562 W ,562,W 24TH ST ,C AVE ,623204,41.22310102,-111.991983
4820,11224,24TH ST @ 567 W ,567,W  24TH ST ,550 W ,623205,41.22293802,-111.992104
4821,11561,HARRISON BLVD @ 2581 S (OGDEN) ,2581,S HARRISON BLVD ,26TH ST ,623206,41.21844396,-111.948438
4822,11562,HARRISON BLVD @ 2689 S ,2689,S HARRISON BLVD ,27TH ST ,623207,41.21636698,-111.948479
4823,11563,HARRISON BLVD @ 2815 S ,2815,S HARRISON BLVD ,28TH ST ,623208,41.21376804,-111.948526
4824,11564,HARRISON BLVD @ 2903 S (OGDEN) ,2903,S HARRISON BLVD ,29TH ST ,623209,41.211693,-111.948572
4825,11567,HARRISON BLVD @ 3225 S ,3225,S HARRISON BLVD ,32ND ST ,623212,41.20535197,-111.9487289
4826,11569,HARRISON BLVD @ 3415 S ,3415,S HARRISON BLVD ,34TH ST ,623214,41.20130503,-111.948841
4827,11573,DIXON DR @ 3840 S ,3840,S DIXON DR ,3850 S ,623218,41.19353602,-111.947757
4828,11759,EDVALSON ST @ 1349 E ,1349,E EDVALSON ST ,CUSTER AVE ,623223,41.19473397,-111.944863
4829,11631,36TH ST @ 1255 E (OGDEN) ,1255,E 36TH ST ,IOWA AVE ,623231,41.19743601,-111.9473539
4830,8352,36TH ST @ 1220 E (OGDEN) ,1220,E 36TH ST ,HARRISON BLVD ,623238,41.19763401,-111.9478679
4831,11484,HARRISON BLVD @ 3402 S ,3402,S HARRISON BLVD ,34TH ST ,623240,41.20149396,-111.9485309
4832,11574,HARRISON BLVD @ 3210 S ,3210,S HARRISON BLVD ,32ND ST ,623242,41.20560199,-111.948449
4833,11576,HARRISON BLVD @ 2980 S (OGDEN) ,2980,S HARRISON BLVD ,30TH ST ,623244,41.21026402,-111.948353
4834,11578,HARRISON BLVD @ 2810 S ,2810,S HARRISON BLVD ,28TH ST ,623246,41.21384803,-111.9482751
4835,11579,HARRISON BLVD @ 2710 S ,2710,S HARRISON BLVD ,27TH ST ,623247,41.216001,-111.9482269
4836,11580,HARRISON BLVD @ 2610 S ,2610,S HARRISON BLVD ,26TH ST ,623248,41.21808096,-111.948196
4837,11524,WASHINGTON BLVD @ 3715 S ,3715,S WASHINGTON BLVD ,3700 S ,623257,41.19561797,-111.971199
4838,11552,WASHINGTON BLVD @ 3800 S ,3800,S WASHINGTON BLVD ,3800 S ,623260,41.19375097,-111.970969
4839,11544,WASHINGTON BLVD @ 3500 S ,3500,S WASHINGTON BLVD ,3500 S ,623261,41.199655,-111.970843
4840,11551,WASHINGTON BLVD @ 3700 S ,3700,S WASHINGTON BLVD ,3700 S ,623262,41.195733,-111.970921
4841,11546,WASHINGTON BLVD @ 3180 S ,3180,S WASHINGTON BLVD ,3200 S ,623264,41.20646304,-111.970663
4842,11548,WASHINGTON BLVD @ 2890 S ,2890,S WASHINGTON BLVD ,2900 S ,623267,41.21261702,-111.9705151
4843,11340,WALL AVE @ 3920 S (S. OGDEN) ,3920,S WALL AVE ,RIVERDALE RD ,623277,41.19352402,-111.979379
4844,7853,WALL AVE @ 3598 S ,3598,S WALL AVE ,36TH ST ,623278,41.19836502,-111.979245
4845,11823,26TH ST @ 310 E (OGDEN) ,310,E 26TH ST ,GRANT AVE ,623292,41.21866299,-111.9727169
4846,18608,LINCOLN AVE @ 2447 S (OGDEN) ,2447,S LINCOLN AVE ,26TH ST ,623295,41.22170404,-111.9761709
4847,11633,EDVALSON ST @ 1348 E ,1348,E EDVALSON ST ,CUSTER AVE ,623296,41.19487199,-111.9449259
4848,11634,EDVALSON ST @ 1234 E ,1234,E EDVALSON ST ,HARRISON BLVD ,623297,41.19489701,-111.947494
4849,9883,WASHINGTON BLVD @ 3560 S ,3560,S WASHINGTON BLVD ,3600 S ,623298,41.198184,-111.9708681
4850,11190,WALL AVE @ 1180 S ,1180,S WALL AVE ,12TH ST ,623300,41.24521001,-111.978057
4851,11234,WASHINGTON BLVD @ 2392 S ,2392,S WASHINGTON BLVD ,24TH ST ,623305,41.22319599,-111.9702449
4852,11239,12TH ST @ 760 W (OGDEN) ,760,W 12TH ST ,36TH ST ,623307,41.24456504,-111.995214
4853,11292,12TH ST @ 309 W (OGDEN) ,309,W 12TH ST ,36TH ST ,623308,41.24423103,-111.983928
4854,11293,12TH ST @ 165 W (OGDEN) ,165,W 12TH ST ,36TH ST ,623309,41.24411199,-111.979793
4855,11294,WASHINGTON BLVD @ 1209 S ,1209,S WASHINGTON BLVD ,12TH ST ,623310,41.24387601,-111.970132
4856,11191,WALL AVE @ 934 S ,934,S WALL AVE ,12TH ST ,623315,41.24733898,-111.978015
4857,11198,22ND ST @ 299 E ,299,E 22ND ST ,GRANT AVE ,623319,41.22690201,-111.973449
4858,11200,36TH ST @ 130 E ,130,E 36TH ST ,WALL AVE ,623320,41.19801902,-111.978059
4859,18222,POLK AVE @ 3008 S ,3008,S POLK AVE ,30TH ST ,623335,41.20952798,-111.942903
4860,11760,36TH ST @ 1420 E ,1420,E 36TH ST ,POLK AVE ,623337,41.197481,-111.942574
4861,11798,36TH ST @ 325 E ,325,E 36TH ST ,RIVERDALE RD ,623339,41.19772403,-111.973071
4862,11799,36TH ST @ 425 E ,425,E 36TH ST ,WASHINGTON BLVD ,623340,41.19771398,-111.970227
4863,11800,36TH ST @ 595 E ,595,E 36TH ST ,JEFFERSON AVE ,623341,41.19768804,-111.965586
4864,11801,36TH ST @ 695 E ,695,E 36TH ST ,MADISON AVE ,623342,41.19761499,-111.963445
4865,11802,36TH ST @ 825 E ,825,E 36TH ST ,MONROE BLVD ,623343,41.19760501,-111.960024
4866,11803,36TH ST @ 917 E ,917,E 36TH ST ,QUINCY AVE ,623344,41.19757699,-111.956571
4867,18718,MONROE BLVD @ 1395 S ,1395,S MONROE BLVD ,CANYON RD ,623351,41.24168801,-111.953063
4868,18719,MONROE BLVD @ 1575 S ,1575,S MONROE BLVD ,16TH AVE ,623352,41.23874201,-111.952969
4869,18720,MONROE BLVD @ 1580 S ,1580,S MONROE BLVD ,16TH AVE ,623353,41.238628,-111.952705
4870,18721,MONROE BLVD @ 1440 S ,1440,S MONROE BLVD ,CANYON RD ,623354,41.24086104,-111.952657
4871,18774,HARRISON BLVD @ 2095 S ,2095,S HARRISON BLVD ,21ST ST ,623355,41.22889899,-111.9481821
4872,18731,MONROE BLVD @ 2970 S ,2970,S MONROE BLVD ,30TH ST ,623358,41.21051096,-111.959483
4873,18732,MONROE BLVD @ 2910 S ,2910,S MONROE BLVD ,29TH ST ,623359,41.21191704,-111.959454
4874,18733,MONROE BLVD @ 2814 S (OGDEN) ,2814,S MONROE BLVD ,28TH ST ,623360,41.213831,-111.9594109
4875,18734,MONROE BLVD @ 2590 S (OGDEN) ,2590,S MONROE BLVD ,26TH ST ,623361,41.21882096,-111.9592761
4876,18736,MONROE BLVD @ 2390 S ,2390,S MONROE BLVD ,24TH ST ,623363,41.22289403,-111.9591839
4877,18737,MONROE BLVD @ 2334 S ,2334,S MONROE BLVD ,23RD ST ,623364,41.22407697,-111.959157
4878,18738,MONROE BLVD @ 2178 S ,2178,S MONROE BLVD ,22ND ST ,623365,41.22703403,-111.959091
4879,18739,MONROE BLVD @ 2102 S ,2102,S MONROE BLVD ,21ST ST ,623366,41.22873101,-111.959057
4880,18740,MONROE BLVD @ 1980 S ,1980,S MONROE BLVD ,20TH ST ,623367,41.23134396,-111.9589609
4881,18741,MONROE BLVD @ 2019 S ,2019,S MONROE BLVD ,21ST ST ,623368,41.23047204,-111.959195
4882,18743,MONROE BLVD @ 2385 S ,2385,S MONROE BLVD ,24TH ST ,623369,41.22307503,-111.959364
4883,18745,MONROE BLVD @ 2595 S ,2595,S MONROE BLVD ,26TH ST ,623371,41.21860104,-111.959465
4884,18746,MONROE BLVD @ 2815 S (OGDEN) ,2815,S MONROE BLVD ,28TH ST ,623372,41.21387801,-111.959552
4885,18747,MONROE BLVD @ 2909 S ,2909,S MONROE BLVD ,29TH ST ,623373,41.21187104,-111.9595911
4886,18742,MONROE BLVD @ 2189 S ,2189,S MONROE BLVD ,22ND ST ,623374,41.22704197,-111.959274
4887,18775,HARRISON BLVD @ 2225 S ,2225,S HARRISON BLVD ,22ND ST ,623375,41.22626402,-111.948241
4888,18777,HARRISON BLVD @ 2414 S ,2414,S HARRISON BLVD ,24TH ST ,623377,41.22226598,-111.948073
4889,18771,HARRISON BLVD @ 2174 S ,2174,S HARRISON BLVD ,2ND AVE ,623378,41.22693297,-111.947974
4890,18772,HARRISON BLVD @ 2044 S ,2044,S HARRISON BLVD ,2050 S ,623379,41.229526,-111.9479221
4891,18779,HARRISON BLVD @ 2013 S ,2013,S HARRISON BLVD ,20TH ST ,623380,41.23031904,-111.948152
4892,18875,MONROE BLVD @ 2310 S ,2310,S MONROE BLVD ,23RD ST ,623381,41.22430898,-111.959345
4893,18781,HARRISON BLVD @ 2483 S ,2483,S HARRISON BLVD ,25TH ST ,623383,41.220491,-111.948369
4894,18876,MONROE BLVD @ 2695 S ,2695,S MONROE BLVD ,27TH ST ,623384,41.21648396,-111.959508
4895,18877,MONROE BLVD @ 2692 S ,2692,S MONROE BLVD ,27TH ST ,623385,41.21660804,-111.9593409
4896,19009,WALL AVE @ 2155 S ,2155,S WALL AVE ,21ST ST ,623386,41.22807598,-111.9788581
4897,19124,WALL AVE @ 2521 S ,2521,S WALL AVE ,25TH ST ,623387,41.22029897,-111.979041
4898,19125,WALL AVE @ 2605 S ,2605,S WALL AVE ,26TH ST ,623388,41.21839096,-111.979083
4899,19132,WALL AVE @ 2658 S ,2658,S WALL AVE ,26TH ST ,623392,41.21692901,-111.978817
4900,19134,WALL AVE @ 2596 S ,2596,S WALL AVE ,26TH ST ,623394,41.21897401,-111.978799
4901,19162,MONROE BLVD @ 1715 S ,1715,S MONROE BLVD ,PARK BLVD ,623397,41.23572103,-111.955662
4902,19163,MONROE BLVD @ 1710 S ,1710,S MONROE BLVD ,JACKSON AVE ,623398,41.23557796,-111.955404
4903,20789,LINCOLN AVE @ 2450 S (OGDEN) ,2450,S LINCOLN AVE ,25TH ST ,623400,41.22177902,-111.975975
4904,20448,30TH ST @ 427 E (OGDEN) ,427,E 30TH ST ,WASHINGTON BLVD ,623402,41.21014701,-111.969874
4905,20449,30TH ST @ 603 E ,603,E 30TH ST ,600 E ,623403,41.21006099,-111.964791
4906,20450,30TH ST @ 803 E ,803,E 30TH ST ,MONROE BLVD ,623404,41.20997503,-111.959165
4907,20451,30TH ST @ 1005 E ,1005,E 30TH ST ,1000 E ,623405,41.20990502,-111.953658
4908,20452,30TH ST @ 1157 E ,1157,E 30TH ST ,1100 E ,623406,41.20985504,-111.9496789
4909,20454,30TH ST @ 1162 E ,1162,E 30TH ST ,1100 E ,623408,41.21000296,-111.949316
4910,20455,30TH ST @ 992 E ,992,E 30TH ST ,1000 E ,623409,41.21007299,-111.9543031
4911,20456,30TH ST @ 770 E ,770,E 30TH ST ,MONROE BLVD ,623410,41.21015302,-111.960279
4912,20457,30TH ST @ 574 E ,574,E 30TH ST ,600 E ,623411,41.21024901,-111.965755
4913,20680,30TH ST @ 915 E ,915,E 30TH ST ,900 E ,623414,41.20994103,-111.956181
4914,20681,30TH ST @ 878 E ,878,E 30TH ST ,900 E ,623415,41.21011399,-111.957221
4915,20755,LINCOLN AVE @ 2250 S ,2250,S LINCOLN AVE ,2200 S ,623416,41.22637204,-111.975881
4916,20771,HARRISON BLVD @ 3065 S ,3065,S HARRISON BLVD ,PATTERSON ST ,623418,41.20805102,-111.948667
4917,20792,MONROE BLVD @ 1219 S (OGDEN) ,1219,S MONROE BLVD ,12TH ST ,623419,41.24368603,-111.9535709
4918,20793,MONROE BLVD @ 1220 S ,1220,S MONROE BLVD ,12TH ST ,623420,41.24336703,-111.953293
4919,20993,HARRISON BLVD @ 2403 S ,2403,S HARRISON BLVD ,24TH ST ,623421,41.22217903,-111.948338
4920,20932,WASHINGTON BLVD @ 2850 S (OGDEN) ,2850,S WASHINGTON BLVD ,KERSHAW ST ,623422,41.21363104,-111.970791
4921,21099,17TH ST @ 135 W (OGDEN GARAGE) ,135,W 17TH ST ,17TH ST ,623423,41.236344,-111.979701
4922,18722,DARLING ST @ 1480 E ,1480,E DARLING ST ,TAYLOR AVE ,624021,41.21080101,-111.940572
4923,18764,TAYLOR AVE @ 3025 S ,3025,S TAYLOR AVE ,LAUREL DR ,624022,41.20924398,-111.940291
4924,21042,EDVALSON ST @ 1551 E ,1551,E EDVALSON ST ,17TH ST ,624024,41.19489896,-111.9395489
4925,12184,3500 W @ 4996 S ,4996,S 3500 W ,5000 S ,627005,41.17260503,-112.064602
4926,12185,3500 W @ 5173 S ,5173,S 3500 W ,5175 S ,627006,41.16953803,-112.064597
4927,18783,3500 W @ 5515 S (ROY) ,5515,S 3500 W ,5175 S ,627007,41.16294097,-112.0645909
4928,20392,3500 W @ 5757 S ,5757,S 3500 W ,5700 S ,627008,41.15883796,-112.064627
4929,20393,2000 W @ 2201 N ,2201,N 2000 W ,2220 N ,627009,41.14554703,-112.064591
4930,20394,2000 W @ 2322 N ,2322,N 2000 W ,2300 N ,627010,41.14752202,-112.064422
4931,20395,2000 W @ 1877 N (CLINTON) ,1877,N 2000 W ,1800 N ,627011,41.14107297,-112.064608
4932,20396,2000 W @ 1539 N ,1539,N 2000 W ,1520 N ,627012,41.136144,-112.064616
4933,20397,2000 W @ 697 N ,697,N 2000 W ,750 N ,627013,41.12366899,-112.064634
4934,12187,5600 S @ 2741 W ,2741,W 5600 S ,2700 W ,627014,41.16159902,-112.0465931
4935,20398,2000 W @ 714 N ,714,N 2000 W ,750 N ,627015,41.12373199,-112.064445
4936,20399,2000 W @ 1830 N (CLINTON) ,1830,N 2000 W ,1800 N ,627016,41.14052204,-112.0642971
4937,12150,5600 S @ 3060 W ,3060,W 5600 S ,3100 W ,627017,41.16170696,-112.053781
4938,20400,3650 W @ 5550 S ,5550,S 3650 W ,5500 S ,627018,41.163344,-112.067994
4939,12152,3500 W @ 5512 S (ROY) ,5512,S 3500 W ,5500 S ,627020,41.16301697,-112.064331
4940,20686,2000 W @ 1610 N ,1610,N 2000 W ,5500 S ,627022,41.136783,-112.064306
4941,21170,2000 W @ 529 N ,529,N 2000 W ,5500 S ,627035,41.12119603,-112.064589
4942,11736,3500 W @ 4996 S ,4996,S 3500 W ,5500 S ,627039,41.17251597,-112.064336
4943,12154,3500 W @ 4830 S ,4830,S 3500 W ,4800 S ,627040,41.17556903,-112.064339
4944,8453,3500 W @ 5702 S ,5702,S 3500 W ,5700 S ,627049,41.158903,-112.0643929
4945,12149,5600 S @ 2842 W ,2842,W 5600 S ,5700 S ,627053,41.16172898,-112.048556
4946,12151,5600 S @ 3406 W ,3406,W 5600 S ,3800 W ,627054,41.16170197,-112.061867
4947,12153,3500 W @ 5400 S ,5400,S 3500 W ,5400 S ,627055,41.16500398,-112.064333
4948,12183,3500 W @ 4825 S ,4825,S 3500 W ,4825 S ,627059,41.17544103,-112.064632
4949,12186,5600 S @ 3435 W ,3435,W 5600 S ,3375 W ,627060,41.16153496,-112.061799
4950,11260,3500 W @ 5938 S (ROY) ,5938,S 3500 W ,3375 W ,627062,41.156294,-112.064313
4951,11303,3500 W @ 5975 S (R0Y) ,5975,S 3500 W ,3375 W ,627071,41.15573898,-112.064552
4952,11742,5600 S @ 2935 W ,2935,W 5600 S ,2950 W ,627162,41.16159801,-112.050256
4953,20401,1900 W @ 5199 S ,5199,S 1900 W ,5200 S ,628014,41.169341,-112.026175
4954,9175,5700 S @ 1998 W (ROY) ,1998,W 5700 S ,2950 W ,628015,41.15968703,-112.028251
4955,20938,FREEWAY PARK DR @ 5234 S ,5234,S FREEWAY PARK DR ,RITTER DR ,628017,41.167202,-112.020122
4956,21103,4400 S @ 926 W ,926,W 4400 S ,950 W ,628028,41.18245403,-112.001601
4957,11747,1900 W @ 3875 S ,3875,S 1900 W ,4000 S ,628030,41.19278502,-112.025975
4958,21104,4400 S @ 1056 W ,1056,W 4400 S ,1000 W ,628031,41.18260203,-112.004497
4959,11744,5600 S @ 2129 W ,2129,W 5600 S ,2100 W ,628043,41.16160697,-112.031563
4960,9451,1900 W @ 5570 S (ROY) ,5570,S 1900 W ,5600 S ,628047,41.162659,-112.025904
4961,12148,5600 S @ 2258 W ,2258,W 5600 S ,2100 W ,628055,41.16173801,-112.034689
4962,12167,1900 W @ 3992 S (ROY) ,3992,S 1900 W ,4000 S ,628069,41.19129497,-112.0257109
4963,11739,1900 W @ 3880 S ,3880,S 1900 W ,4000 S ,628070,41.19277801,-112.0257009
4964,11864,1900 W @ 4805 S ,4805,S 1900 W ,4800 S ,628099,41.17572403,-112.026141
4965,11865,1900 W @ 5073 S ,5073,S 1900 W ,5075 S ,628100,41.17135304,-112.0261669
4966,11327,1900 W @ 4702 S ,4702,S 1900 W ,5075 S ,628120,41.17784599,-112.025857
4967,11328,1900 W @ 4572 S ,4572,S 1900 W ,5075 S ,628121,41.18037702,-112.025824
4968,8389,1900 W @ 4410 S ,4410,S 1900 W ,4400 S ,628122,41.18270103,-112.025793
4969,11329,4400 S @ 1825 W (ROY) ,1825,W 4400 S ,4400 S ,628123,41.18343904,-112.024071
4970,11330,4400 S @ 1701 W (ROY) ,1701,W 4400 S ,1700 W ,628124,41.18345398,-112.021131
4971,11332,4400 S @ 1587 W (ROY) ,1587,W 4400 S ,1610 W ,628126,41.18348397,-112.014261
4972,11333,4400 S @ 1197 W (RIVERDALE) ,1197,W 4400 S ,1610 W ,628127,41.18269697,-112.009226
4973,11334,4400 S @ 997 W ,997,W 4400 S ,1610 W ,628128,41.18244797,-112.004035
4974,11335,4400 S @ 907 W ,907,W 4400 S ,900 W ,628129,41.18231596,-112.001475
4975,11162,4400 S @ 1198 W ,1198,W 4400 S ,RIVERDALE RD ,628136,41.18283697,-112.009306
4976,11165,4400 S @ 1698 W ,1698,W 4400 S ,RIVERDALE RD ,628138,41.18355199,-112.020571
4977,11166,4400 S @ 1826 W ,1826,W 4400 S ,1900 W ,628139,41.18353203,-112.024179
4978,11391,1900 W @ 4443 S ,4443,S 1900 W ,4400 S ,628140,41.182709,-112.026071
4979,11167,1900 W @ 4589 S ,4589,S 1900 W ,4400 S ,628141,41.17981096,-112.0260979
4980,11168,1900 W @ 4699 S ,4699,S 1900 W ,4700 S ,628142,41.17807098,-112.026123
4981,11434,MAIN ST @ 2002 N (SUNSET) ,2002,N MAIN ST ,2000 N ,628144,41.142657,-112.025914
4982,11435,MAIN ST @ 2302 N ,2302,N MAIN ST ,2300 N ,628145,41.14759097,-112.025931
4983,11436,MAIN ST @ 2598 N ,2598,N MAIN ST ,2300 N ,628146,41.15086903,-112.025928
4984,11437,MAIN ST @ 3050 N ,3050,N MAIN ST ,2300 N ,628147,41.15263197,-112.025925
4985,11449,1900 W @ 6002 S ,6002,S 1900 W ,6000 S ,628148,41.15433201,-112.025925
4986,11451,1900 W @ 5718 S ,5718,S 1900 W ,5700 S ,628150,41.15909903,-112.025915
4987,11474,1900 W @ 5819 S ,5819,S 1900 W ,5700 S ,628156,41.15772404,-112.026172
4988,11475,1900 W @ 5999 S ,5999,S 1900 W ,6000 S ,628157,41.15493097,-112.026174
4989,11476,1900 W @ 6071 S ,6071,S 1900 W ,6000 S ,628158,41.15278399,-112.026191
4990,12514,MAIN ST @ 2465 N ,2465,N MAIN ST ,6000 S ,628159,41.15062103,-112.026192
4991,12515,MAIN ST @ 2331 N ,2331,N MAIN ST ,2300 S ,628160,41.148091,-112.0262531
4992,12516,MAIN ST @ 2001 N ,2001,N MAIN ST ,2000 N ,628161,41.14244804,-112.026194
4993,12188,5600 S @ 2345 W ,2345,W 5600 S ,2300 W ,628166,41.161603,-112.036661
4994,11246,1900 W @ 5645 S (ROY) ,5645,S 1900 W ,2000 N ,628169,41.16083797,-112.026199
4995,11743,5600 S @ 2340 W ,2340,W 5600 S ,2300 W ,628363,41.16172604,-112.036811
4996,11825,FREEWAY PARK DR @ 5234 S (RIVRDALE) ,5234,S FREEWAY PARK DR ,RITTER DR ,628364,41.16699498,-112.0202979
4997,11158,RIVERDALE RD @ 4191 S ,4191,S RIVERDALE RD ,2000 N ,629003,41.187441,-111.984764
4998,11939,300 W @ 4799 S ,4799,S 300 W ,4900 S ,629027,41.17626396,-111.983026
4999,11940,300 W @ 4899 S ,4899,S 300 W ,4000 S ,629028,41.17448797,-111.982985
5000,8556,WASHINGTON BLVD @ 4035 S ,4035,S WASHINGTON BLVD ,4000 S ,629030,41.19001602,-111.971319
5001,11528,4400 S @ 330 E ,330,E 4400 S ,350 E ,629031,41.184511,-111.972665
5002,8558,ARMY ST @ 4421 S ,4421,S ARMY ST ,4425 S ,629032,41.18300703,-111.973596
5003,11529,ARMY ST @ 4509 S ,4509,S ARMY ST ,4225 S ,629033,41.18098303,-111.9736329
5004,11530,ARMY ST @ 4600 S ,4600,S ARMY ST ,4600 S ,629034,41.179441,-111.973674
5005,8561,ARMY ST @ 4693 S ,4693,S ARMY ST ,4700 S ,629035,41.17767501,-111.973718
5006,8562,4700 S @ 230 E ,230,E 4700 S ,200 E ,629036,41.17769104,-111.975528
5007,18440,ARMY ST @ 4546 S ,4546,S ARMY ST ,4525 S ,629040,41.18074802,-111.973558
5008,8575,5300 S @ 655 E ,655,E 5300 S ,600 E ,629049,41.16809097,-111.964718
5009,11541,5300 S @ 711 E ,711,E 5300 S ,700 E ,629050,41.16690501,-111.962747
5010,11653,5300 S @ 849 E ,849,E 5300 S ,850 E ,629052,41.16503302,-111.958329
5011,11652,5300 S @ 799 E ,799,E 5300 S ,800 E ,629062,41.16599301,-111.960585
5012,11874,5300 S @ 702 E ,702,E 5300 S ,700 E ,629063,41.16710102,-111.962931
5013,11873,5300 S @ 848 E ,848,E 5300 S ,850 E ,629066,41.16518204,-111.958411
5014,18585,5300 S @ 802 E ,802,E 5300 S ,800 E ,629067,41.16600103,-111.9603261
5015,18586,DIXON DR @ 3905 S ,3905,S DIXON DR ,RITTER DR ,629068,41.19212804,-111.948531
5016,11949,5000 S @ 295 W ,295,W 5000 S ,300 W ,629072,41.17246303,-111.982214
5017,18589,5000 S @ 345 E ,345,E 5000 S ,350 E ,629073,41.17240102,-111.972623
5018,8604,ARMY ST @ 4611 S ,4611,S ARMY ST ,4600 S ,629075,41.17924203,-111.973598
5019,11676,4400 S @ 350 E ,350,E 4400 S ,4300 S ,629078,41.18449098,-111.972401
5020,8608,WASHINGTON BLVD @ 3986 S ,3986,S WASHINGTON BLVD ,40TH ST ,629079,41.191001,-111.971022
5021,18675,4400 S @ 1155 E ,1155,E 4400 S ,HARRISON BLVD ,629080,41.18266098,-111.950276
5022,18676,4400 S @ 1150 E ,1150,E 4400 S ,HARRISON BLVD ,629086,41.18283096,-111.950429
5023,8436,DIXON DR @ 3940 S ,3940,S DIXON DR ,HARRISON BLVD ,629088,41.19040698,-111.9476061
5024,11951,5000 S @ 152 E ,152,E 5000 S ,150 E ,629101,41.17243603,-111.976841
5025,11957,5000 S @ 146 W ,146,W 5000 S ,150 W ,629102,41.17253898,-111.979218
5026,11210,300 W @ 4802 S ,4802,S 300 W ,4800 S ,629112,41.17595595,-111.982892
5027,8474,300 W @ 4720 S ,4720,S 300 W ,4800 S ,629113,41.17745404,-111.982871
5028,8475,4700 S @ 205 W ,205,W 4700 S ,200 W ,629114,41.17768103,-111.980769
5029,11130,4700 S @ 97 E ,97,E 4700 S ,100 E ,629115,41.17764897,-111.977865
5030,11131,4700 S @ 235 E ,235,E 4700 S ,200 E ,629116,41.17757601,-111.975528
5031,11950,5000 S @ 151 W ,151,W 5000 S ,150 W ,629137,41.17245599,-111.9796351
5032,11952,5000 S @ 299 E ,299,E 5000 S ,300 E ,629138,41.17241699,-111.974175
5033,11937,4700 S @ 50 E ,50,E 4700 S ,100 W ,629139,41.17774198,-111.977955
5034,11938,4700 S @ 198 W ,198,W 4700 S ,200 W ,629140,41.17777298,-111.980411
5035,8287,4700 S @ 276 W ,276,W 4700 S ,300 W ,629141,41.17779904,-111.982491
5036,8302,HARRISON BLVD @ 4255 S ,4255,S HARRISON BLVD ,42ND ST ,629149,41.18584096,-111.949189
5037,11637,HARRISON BLVD @ 4471 S ,4471,S HARRISON BLVD ,42ND ST ,629151,41.18242804,-111.949272
5038,8339,OLD POST RD @ 4630 S (OGDEN) ,4630,S OLD POST RD ,4600 S ,629159,41.17843701,-111.947701
5039,11672,HARRISON BLVD @ 4390 S ,4390,S HARRISON BLVD ,4600 S ,629161,41.18302104,-111.948963
5040,8342,HARRISON BLVD @ 4286 S ,4286,S HARRISON BLVD ,4275 S ,629162,41.18514099,-111.948913
5041,11913,HARRISON BLVD @ 5095 S (OGDEN) ,5095,S HARRISON BLVD ,5100 S ,629168,41.17103501,-111.947551
5042,11479,HARRISON BLVD @ 5220 S ,5220,S HARRISON BLVD ,5100 S ,629169,41.16843898,-111.945059
5043,11480,HARRISON BLVD @ 5010 S ,5010,S HARRISON BLVD ,5100 S ,629170,41.17142702,-111.9474749
5044,5343,HARRISON BLVD @ 4605 S (OGDEN) ,4605,S HARRISON BLVD ,5100 S ,629172,41.17928097,-111.949339
5045,11954,350 E @ 5000 S ,5000,S 350 E ,350 E ,629175,41.17253802,-111.972207
5046,11955,5000 S @ 160 E ,160,E 5000 S ,160 E ,629176,41.17252399,-111.976507
5047,11654,CHAMBERS AVE @ 929 E ,929,E CHAMBERS AVE ,GLASMANN ,629180,41.16577397,-111.956121
5048,11655,CHAMBERS AVE @ 975 E ,975,E CHAMBERS AVE ,DAYBREAK DR ,629181,41.16477502,-111.953098
5049,11675,ARMY ST @ 4410 S ,4410,S ARMY ST ,4400 S ,629186,41.18315203,-111.973503
5050,11481,HARRISON BLVD @ 4780 S ,4780,S HARRISON BLVD ,4800 S ,629196,41.17646703,-111.949109
5051,11482,HARRISON BLVD @ 4620 S ,4620,S HARRISON BLVD ,4800 S ,629197,41.17855399,-111.949062
5052,11413,HARRISON BLVD @ 4847 S ,4847,S HARRISON BLVD ,4800 S ,629198,41.17525698,-111.9494521
5053,11804,36TH ST @ 1039 E ,1039,E 36TH ST ,ECCLES AVE ,629199,41.19758899,-111.953191
5054,11805,36TH ST @ 1123 E ,1123,E 36TH ST ,VAN BUREN AVE ,629200,41.197571,-111.951347
5055,11761,36TH ST @ 1120 E ,1120,E 36TH ST ,VAN BUREN AVE ,629201,41.197648,-111.9512611
5056,11762,36TH ST @ 1056 E ,1056,E 36TH ST ,ECCLES AVE ,629202,41.19765798,-111.9527569
5057,11763,36TH ST @ 910 E ,910,E 36TH ST ,QUINCY AVE ,629203,41.19765697,-111.9568329
5058,11764,36TH ST @ 780 E ,780,E 36TH ST ,LIBERTY AVE ,629204,41.19770599,-111.960736
5059,11765,36TH ST @ 710 E ,710,E 36TH ST ,MADISON AVE ,629205,41.19773099,-111.962661
5060,11766,36TH ST @ 604 E ,604,E 36TH ST ,JEFFERSON AVE ,629206,41.19776698,-111.9652811
5061,11767,36TH ST @ 460 E ,460,E 36TH ST ,OGDEN AVE ,629207,41.19785399,-111.9691749
5062,11768,36TH ST @ 370 E ,370,E 36TH ST ,KIESEL AVE ,629208,41.19788898,-111.971992
5063,11843,COUNTRY HILLS DR @ 1170 E (FLYNG J) ,1170,E COUNTRY HILLS DR ,HARRISON BLVD ,629213,41.18648597,-111.949609
5064,20482,US HWY 89 @ 1400 E ,1400,E US HWY 89 ,1475 E ,629226,41.15900903,-111.944547
