BEB,SoC,Mileage,Route,Location
1026,0,0,0,0
1029,0,0,0,0
1038,0,0,0,0
1042,0,0,0,0
1044,0,0,0,0
1049,0,0,0,0
1055,0,0,0,0
1058,0,0,0,0
1061,0,0,0,0
1071,0,0,0,0
1073,0,0,0,0
1079,0,0,0,0
1080,0,0,0,0
1092,0,0,0,0
1094,0,0,0,0
1107,0,0,0,0
1016,0,0,0,0
1009,0,0,0,0
1013,0,0,0,0
1014,0,0,0,0
1015,0,0,0,0
